"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","T_GDPPOP_V","GDP per capita, constant prices","2015Y","Index","2007","2007","IDX","Index","0","Units","2015_100","2015=100",133.119279,,
"GRC","Greece","T_GDPPOP_V","GDP per capita, constant prices","2015Y","Index","2008","2008","IDX","Index","0","Units","2015_100","2015=100",132.321424,,
"GRC","Greece","T_GDPPOP_V","GDP per capita, constant prices","2015Y","Index","2009","2009","IDX","Index","0","Units","2015_100","2015=100",126.298169,,
"GRC","Greece","T_GDPPOP_V","GDP per capita, constant prices","2015Y","Index","2010","2010","IDX","Index","0","Units","2015_100","2015=100",119.224623,,
"GRC","Greece","T_GDPPOP_V","GDP per capita, constant prices","2015Y","Index","2011","2011","IDX","Index","0","Units","2015_100","2015=100",107.282227,,
"GRC","Greece","T_GDPPOP_V","GDP per capita, constant prices","2015Y","Index","2012","2012","IDX","Index","0","Units","2015_100","2015=100",100.220541,,
"GRC","Greece","T_GDPPOP_V","GDP per capita, constant prices","2015Y","Index","2013","2013","IDX","Index","0","Units","2015_100","2015=100",98.409994,,
"GRC","Greece","T_GDPPOP_V","GDP per capita, constant prices","2015Y","Index","2014","2014","IDX","Index","0","Units","2015_100","2015=100",99.539638,,
"GRC","Greece","T_GDPPOP_V","GDP per capita, constant prices","2015Y","Index","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"GRC","Greece","T_GDPPOP_V","GDP per capita, constant prices","2015Y","Index","2016","2016","IDX","Index","0","Units","2015_100","2015=100",99.928149,,
"GRC","Greece","T_GDPPOP_V","GDP per capita, constant prices","2015Y","Index","2017","2017","IDX","Index","0","Units","2015_100","2015=100",101.219467,,
"GRC","Greece","T_GDPPOP_V","GDP per capita, constant prices","2015Y","Index","2018","2018","IDX","Index","0","Units","2015_100","2015=100",103.117323,,
"GRC","Greece","T_GDPPOP_V","GDP per capita, constant prices","2015Y","Index","2019","2019","IDX","Index","0","Units","2015_100","2015=100",105.08805,,
"GRC","Greece","T_GDPPOP_V","GDP per capita, constant prices","2015Y","Index","2020","2020","IDX","Index","0","Units","2015_100","2015=100",95.713182,,
"GRC","Greece","T_GDPPOP_V","GDP per capita, constant prices","2015Y","Index","2021","2021","IDX","Index","0","Units","2015_100","2015=100",104.088579,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","1983","1983","IDX","Index","0","Units","2015_100","2015=100",77.349549,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","1984","1984","IDX","Index","0","Units","2015_100","2015=100",81.81174,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","1985","1985","IDX","Index","0","Units","2015_100","2015=100",81.117458,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","1986","1986","IDX","Index","0","Units","2015_100","2015=100",81.703759,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","1987","1987","IDX","Index","0","Units","2015_100","2015=100",81.598942,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","1988","1988","IDX","Index","0","Units","2015_100","2015=100",84.172248,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","1989","1989","IDX","Index","0","Units","2015_100","2015=100",85.305856,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","1990","1990","IDX","Index","0","Units","2015_100","2015=100",85.097414,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","1991","1991","IDX","Index","0","Units","2015_100","2015=100",88.015427,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","1992","1992","IDX","Index","0","Units","2015_100","2015=100",86.254723,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","1993","1993","IDX","Index","0","Units","2015_100","2015=100",83.355243,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","1994","1994","IDX","Index","0","Units","2015_100","2015=100",84.826456,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","1995","1995","IDX","Index","0","Units","2015_100","2015=100",86.564384,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","1996","1996","IDX","Index","0","Units","2015_100","2015=100",89.596995,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","1997","1997","IDX","Index","0","Units","2015_100","2015=100",94.077971,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","1998","1998","IDX","Index","0","Units","2015_100","2015=100",93.581981,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","1999","1999","IDX","Index","0","Units","2015_100","2015=100",96.618759,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","2000","2000","IDX","Index","0","Units","2015_100","2015=100",99.927673,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","2001","2001","IDX","Index","0","Units","2015_100","2015=100",103.993679,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","2002","2002","IDX","Index","0","Units","2015_100","2015=100",105.917381,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","2003","2003","IDX","Index","0","Units","2015_100","2015=100",110.580313,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","2004","2004","IDX","Index","0","Units","2015_100","2015=100",113.958502,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","2005","2005","IDX","Index","0","Units","2015_100","2015=100",110.725209,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","2006","2006","IDX","Index","0","Units","2015_100","2015=100",115.465677,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","2007","2007","IDX","Index","0","Units","2015_100","2015=100",118.483982,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","2008","2008","IDX","Index","0","Units","2015_100","2015=100",116.82998,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","2009","2009","IDX","Index","0","Units","2015_100","2015=100",113.806628,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","2010","2010","IDX","Index","0","Units","2015_100","2015=100",112.773708,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","2011","2011","IDX","Index","0","Units","2015_100","2015=100",104.824015,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","2012","2012","IDX","Index","0","Units","2015_100","2015=100",99.393633,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","2013","2013","IDX","Index","0","Units","2015_100","2015=100",97.118275,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","2014","2014","IDX","Index","0","Units","2015_100","2015=100",96.547255,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","2016","2016","IDX","Index","0","Units","2015_100","2015=100",95.84495,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","2017","2017","IDX","Index","0","Units","2015_100","2015=100",97.190337,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","2018","2018","IDX","Index","0","Units","2015_100","2015=100",93.617747,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","2019","2019","IDX","Index","0","Units","2015_100","2015=100",96.692463,,
"GRC","Greece","T_GDPHRS_V","GDP per hour worked, constant prices","2015Y","Index","2020","2020","IDX","Index","0","Units","2015_100","2015=100",98.967287,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","1983","1983","IDX","Index","0","Units","2015_100","2015=100",82.825977,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","1984","1984","IDX","Index","0","Units","2015_100","2015=100",84.686778,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","1985","1985","IDX","Index","0","Units","2015_100","2015=100",84.680757,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","1986","1986","IDX","Index","0","Units","2015_100","2015=100",84.828347,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","1987","1987","IDX","Index","0","Units","2015_100","2015=100",82.990552,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","1988","1988","IDX","Index","0","Units","2015_100","2015=100",85.129245,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","1989","1989","IDX","Index","0","Units","2015_100","2015=100",88.039171,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","1990","1990","IDX","Index","0","Units","2015_100","2015=100",86.900511,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","1991","1991","IDX","Index","0","Units","2015_100","2015=100",91.199447,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","1992","1992","IDX","Index","0","Units","2015_100","2015=100",90.534027,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","1993","1993","IDX","Index","0","Units","2015_100","2015=100",88.35225,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","1994","1994","IDX","Index","0","Units","2015_100","2015=100",88.465006,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","1995","1995","IDX","Index","0","Units","2015_100","2015=100",89.516968,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","1996","1996","IDX","Index","0","Units","2015_100","2015=100",92.606713,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","1997","1997","IDX","Index","0","Units","2015_100","2015=100",97.140974,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","1998","1998","IDX","Index","0","Units","2015_100","2015=100",96.677199,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","1999","1999","IDX","Index","0","Units","2015_100","2015=100",99.61469,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","2000","2000","IDX","Index","0","Units","2015_100","2015=100",103.181132,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","2001","2001","IDX","Index","0","Units","2015_100","2015=100",107.057059,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","2002","2002","IDX","Index","0","Units","2015_100","2015=100",108.599527,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","2003","2003","IDX","Index","0","Units","2015_100","2015=100",113.32339,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","2004","2004","IDX","Index","0","Units","2015_100","2015=100",116.25534,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","2005","2005","IDX","Index","0","Units","2015_100","2015=100",115.875218,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","2006","2006","IDX","Index","0","Units","2015_100","2015=100",120.239451,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","2007","2007","IDX","Index","0","Units","2015_100","2015=100",122.525296,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","2008","2008","IDX","Index","0","Units","2015_100","2015=100",120.57337,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","2009","2009","IDX","Index","0","Units","2015_100","2015=100",116.04159,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","2010","2010","IDX","Index","0","Units","2015_100","2015=100",112.540584,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","2011","2011","IDX","Index","0","Units","2015_100","2015=100",105.636604,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","2012","2012","IDX","Index","0","Units","2015_100","2015=100",102.218775,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","2013","2013","IDX","Index","0","Units","2015_100","2015=100",100.230075,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.245789,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","2016","2016","IDX","Index","0","Units","2015_100","2015=100",96.241208,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","2017","2017","IDX","Index","0","Units","2015_100","2015=100",97.793068,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","2018","2018","IDX","Index","0","Units","2015_100","2015=100",95.069185,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","2019","2019","IDX","Index","0","Units","2015_100","2015=100",95.942909,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","2020","2020","IDX","Index","0","Units","2015_100","2015=100",88.380089,,
"GRC","Greece","T_GDPEMP_V","GDP per person employed, constant prices","2015Y","Index","2021","2021","IDX","Index","0","Units","2015_100","2015=100",95.313256,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","1983","1983","IDX","Index","0","Units","2015_100","2015=100",87.829219,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","1984","1984","IDX","Index","0","Units","2015_100","2015=100",87.626446,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","1985","1985","IDX","Index","0","Units","2015_100","2015=100",89.831868,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","1986","1986","IDX","Index","0","Units","2015_100","2015=100",90.139786,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","1987","1987","IDX","Index","0","Units","2015_100","2015=100",90.054675,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","1988","1988","IDX","Index","0","Units","2015_100","2015=100",91.55665,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","1989","1989","IDX","Index","0","Units","2015_100","2015=100",91.89462,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","1990","1990","IDX","Index","0","Units","2015_100","2015=100",93.098718,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","1991","1991","IDX","Index","0","Units","2015_100","2015=100",91.460273,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","1992","1992","IDX","Index","0","Units","2015_100","2015=100",92.777428,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","1993","1993","IDX","Index","0","Units","2015_100","2015=100",93.547385,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","1994","1994","IDX","Index","0","Units","2015_100","2015=100",95.296714,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","1995","1995","IDX","Index","0","Units","2015_100","2015=100",96.154281,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","1996","1996","IDX","Index","0","Units","2015_100","2015=100",95.606413,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","1997","1997","IDX","Index","0","Units","2015_100","2015=100",95.23085,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","1998","1998","IDX","Index","0","Units","2015_100","2015=100",99.414631,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","1999","1999","IDX","Index","0","Units","2015_100","2015=100",99.447574,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","2000","2000","IDX","Index","0","Units","2015_100","2015=100",99.773561,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","2001","2001","IDX","Index","0","Units","2015_100","2015=100",100.134341,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","2002","2002","IDX","Index","0","Units","2015_100","2015=100",102.584456,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","2003","2003","IDX","Index","0","Units","2015_100","2015=100",104.004744,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","2004","2004","IDX","Index","0","Units","2015_100","2015=100",106.512765,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","2005","2005","IDX","Index","0","Units","2015_100","2015=100",107.50243,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","2006","2006","IDX","Index","0","Units","2015_100","2015=100",109.456451,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","2007","2007","IDX","Index","0","Units","2015_100","2015=100",110.930897,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","2008","2008","IDX","Index","0","Units","2015_100","2015=100",112.348895,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","2009","2009","IDX","Index","0","Units","2015_100","2015=100",111.715939,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","2010","2010","IDX","Index","0","Units","2015_100","2015=100",108.880382,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","2011","2011","IDX","Index","0","Units","2015_100","2015=100",104.223526,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","2012","2012","IDX","Index","0","Units","2015_100","2015=100",100.075418,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","2013","2013","IDX","Index","0","Units","2015_100","2015=100",99.493195,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","2014","2014","IDX","Index","0","Units","2015_100","2015=100",103.034258,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","2016","2016","IDX","Index","0","Units","2015_100","2015=100",103.399387,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","2017","2017","IDX","Index","0","Units","2015_100","2015=100",102.869911,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","2018","2018","IDX","Index","0","Units","2015_100","2015=100",107.582775,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","2019","2019","IDX","Index","0","Units","2015_100","2015=100",108.525732,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","2020","2020","IDX","Index","0","Units","2015_100","2015=100",107.186784,,
"GRC","Greece","T_EMPTO","Total employment (number of persons employed)","2015Y","Index","2021","2021","IDX","Index","0","Units","2015_100","2015=100",107.675197,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","1983","1983","IDX","Index","0","Units","2015_100","2015=100",94.047618,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","1984","1984","IDX","Index","0","Units","2015_100","2015=100",90.705825,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","1985","1985","IDX","Index","0","Units","2015_100","2015=100",93.777971,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","1986","1986","IDX","Index","0","Units","2015_100","2015=100",93.586993,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","1987","1987","IDX","Index","0","Units","2015_100","2015=100",91.590491,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","1988","1988","IDX","Index","0","Units","2015_100","2015=100",92.597605,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","1989","1989","IDX","Index","0","Units","2015_100","2015=100",94.839047,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","1990","1990","IDX","Index","0","Units","2015_100","2015=100",95.071352,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","1991","1991","IDX","Index","0","Units","2015_100","2015=100",94.768913,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","1992","1992","IDX","Index","0","Units","2015_100","2015=100",97.380339,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","1993","1993","IDX","Index","0","Units","2015_100","2015=100",99.155394,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","1994","1994","IDX","Index","0","Units","2015_100","2015=100",99.384376,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","1995","1995","IDX","Index","0","Units","2015_100","2015=100",99.433962,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","1996","1996","IDX","Index","0","Units","2015_100","2015=100",98.817998,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","1997","1997","IDX","Index","0","Units","2015_100","2015=100",98.331389,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","1998","1998","IDX","Index","0","Units","2015_100","2015=100",102.702764,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","1999","1999","IDX","Index","0","Units","2015_100","2015=100",102.53122,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","2000","2000","IDX","Index","0","Units","2015_100","2015=100",103.022002,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","2001","2001","IDX","Index","0","Units","2015_100","2015=100",103.084035,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","2002","2002","IDX","Index","0","Units","2015_100","2015=100",105.182202,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","2003","2003","IDX","Index","0","Units","2015_100","2015=100",106.584707,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","2004","2004","IDX","Index","0","Units","2015_100","2015=100",108.659533,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","2005","2005","IDX","Index","0","Units","2015_100","2015=100",112.502543,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","2006","2006","IDX","Index","0","Units","2015_100","2015=100",113.981782,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","2007","2007","IDX","Index","0","Units","2015_100","2015=100",114.714586,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","2008","2008","IDX","Index","0","Units","2015_100","2015=100",115.948705,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","2009","2009","IDX","Index","0","Units","2015_100","2015=100",113.909843,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","2010","2010","IDX","Index","0","Units","2015_100","2015=100",108.655306,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","2011","2011","IDX","Index","0","Units","2015_100","2015=100",105.03146,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","2012","2012","IDX","Index","0","Units","2015_100","2015=100",102.919939,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","2013","2013","IDX","Index","0","Units","2015_100","2015=100",102.681091,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","2014","2014","IDX","Index","0","Units","2015_100","2015=100",103.779725,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","2016","2016","IDX","Index","0","Units","2015_100","2015=100",103.826878,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","2017","2017","IDX","Index","0","Units","2015_100","2015=100",103.507864,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","2018","2018","IDX","Index","0","Units","2015_100","2015=100",109.250725,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","2019","2019","IDX","Index","0","Units","2015_100","2015=100",107.684447,,
"GRC","Greece","T_HRSTO","Total hours worked","2015Y","Index","2020","2020","IDX","Index","0","Units","2015_100","2015=100",95.720291,,
"GRC","Greece","T_HRSAV","Average hours worked per person employed","2015Y","Index","1983","1983","IDX","Index","0","Units","2015_100","2015=100",107.080103,,
"GRC","Greece","T_HRSAV","Average hours worked per person employed","2015Y","Index","1984","1984","IDX","Index","0","Units","2015_100","2015=100",103.514212,,
"GRC","Greece","T_HRSAV","Average hours worked per person employed","2015Y","Index","1985","1985","IDX","Index","0","Units","2015_100","2015=100",104.392765,,
"GRC","Greece","T_HRSAV","Average hours worked per person employed","2015Y","Index","1986","1986","IDX","Index","0","Units","2015_100","2015=100",103.824289,,
"GRC","Greece","T_HRSAV","Average hours worked per person employed","2015Y","Index","1987","1987","IDX","Index","0","Units","2015_100","2015=100",101.705426,,
"GRC","Greece","T_HRSAV","Average hours worked per person employed","2015Y","Index","1988","1988","IDX","Index","0","Units","2015_100","2015=100",101.136951,,
"GRC","Greece","T_HRSAV","Average hours worked per person employed","2015Y","Index","1989","1989","IDX","Index","0","Units","2015_100","2015=100",103.204134,,
"GRC","Greece","T_HRSAV","Average hours worked per person employed","2015Y","Index","1990","1990","IDX","Index","0","Units","2015_100","2015=100",102.118863,,
"GRC","Greece","T_HRSAV","Average hours worked per person employed","2015Y","Index","1991","1991","IDX","Index","0","Units","2015_100","2015=100",103.617571,,
"GRC","Greece","T_HRSAV","Average hours worked per person employed","2015Y","Index","1992","1992","IDX","Index","0","Units","2015_100","2015=100",104.96124,,
"GRC","Greece","T_HRSAV","Average hours worked per person employed","2015Y","Index","1993","1993","IDX","Index","0","Units","2015_100","2015=100",105.994832,,
"GRC","Greece","T_HRSAV","Average hours worked per person employed","2015Y","Index","1994","1994","IDX","Index","0","Units","2015_100","2015=100",104.289406,,
"GRC","Greece","T_HRSAV","Average hours worked per person employed","2015Y","Index","1995","1995","IDX","Index","0","Units","2015_100","2015=100",103.410853,,
"GRC","Greece","T_HRSAV","Average hours worked per person employed","2015Y","Index","1996","1996","IDX","Index","0","Units","2015_100","2015=100",103.359173,,
"GRC","Greece","T_HRSAV","Average hours worked per person employed","2015Y","Index","1997","1997","IDX","Index","0","Units","2015_100","2015=100",103.255814,,
"GRC","Greece","T_HRSAV","Average hours worked per person employed","2015Y","Index","1998","1998","IDX","Index","0","Units","2015_100","2015=100",103.307494,,
"GRC","Greece","T_HRSAV","Average hours worked per person employed","2015Y","Index","1999","1999","IDX","Index","0","Units","2015_100","2015=100",103.100775,,
"GRC","Greece","T_HRSAV","Average hours worked per person employed","2015Y","Index","2000","2000","IDX","Index","0","Units","2015_100","2015=100",103.255814,,
"GRC","Greece","T_HRSAV","Average hours worked per person employed","2015Y","Index","2001","2001","IDX","Index","0","Units","2015_100","2015=100",102.945736,,
"GRC","Greece","T_HRSAV","Average hours worked per person employed","2015Y","Index","2002","2002","IDX","Index","0","Units","2015_100","2015=100",102.5323,,
"GRC","Greece","T_HRSAV","Average hours worked per person employed","2015Y","Index","2003","2003","IDX","Index","0","Units","2015_100","2015=100",102.48062,,
